52,59,36,85,99,11,8,52
86,73,39,37,98,17,12,39
96,52,95,18,0,32,19,42
78,9,75,76,29,38,73,41
95,56,54,86,73,30,0,29
7,84,49,67,45,22,27,63
75,79,26,33,68,82,26,78
52,72,52,46,79,66,46,65
0,18,75,63,83,24,20,7
19,59,40,94,64,43,52,37
60,27,79,15,38,59,34,77
22,18,44,25,2,34,12,29
45,88,13,63,28,22,82,70
40,50,93,16,75,51,94,40
65,63,40,91,75,33,40,56
97,81,91,82,20,10,99,84
35,52,30,77,4,74,31,45
34,79,36,16,2,51,13,78
98,26,0,9,87,85,8,97
60,60,12,74,68,32,89,16
64,76,15,50,34,64,44,12
99,37,19,68,51,22,37,43
81,44,80,74,45,89,4,12
13,42,76,7,53,1,89,96
22,5,98,18,16,19,42,99
3,34,56,39,25,39,6,49
67,87,41,33,74,24,53,66
20,78,27,85,11,99,46,22
44,88,60,27,59,15,9,25
57,91,77,25,36,67,27,64
83,35,27,60,10,35,2,35
84,85,42,20,28,50,45,5
14,20,91,90,12,10,23,27
91,48,28,47,55,18,62,69
58,98,54,71,57,64,1,92
32,87,27,27,33,12,74,32
80,13,25,69,73,59,23,86
65,20,12,78,38,94,43,49
66,3,20,33,99,53,12,65
97,11,6,98,31,50,17,22
94,1,19,60,92,5,32,31
35,14,49,36,27,53,20,58
66,71,8,69,12,24,73,96
12,39,47,50,51,50,60,58
94,31,38,37,77,82,47,26
50,49,78,32,67,50,52,29
94,39,41,53,70,73,71,97
58,4,55,22,80,32,15,52
98,71,12,17,10,55,18,48
47,5,62,71,24,12,57,39
48,56,43,34,23,98,71,58
9,44,48,88,92,16,61,58
41,69,71,60,5,88,16,82
8,56,75,66,23,57,97,95
64,16,62,11,89,73,34,78
69,59,89,34,56,9,47,12
83,83,45,61,47,41,64,27
72,96,97,9,71,37,21,92
41,21,69,12,33,18,11,6
94,47,93,42,66,52,66,17
96,55,95,33,80,25,74,53
23,82,20,64,35,21,40,83
43,72,77,67,0,27,93,81
77,49,29,57,20,73,0,8
82,95,18,60,11,77,2,3
65,83,97,73,80,77,62,34
6,9,83,69,26,51,46,32
68,92,36,48,44,38,54,82
6,44,42,13,53,33,62,99
58,6,24,3,80,33,62,83
27,39,46,2,58,68,67,81
21,97,55,93,87,23,52,50
7,65,72,26,89,60,60,43
65,73,5,5,48,66,41,67
14,53,44,6,45,24,90,80
64,12,17,43,52,79,35,93
72,4,41,80,20,75,26,76
99,83,59,19,37,91,28,6
69,52,24,38,19,20,57,89
18,80,50,96,83,23,24,27
33,97,11,46,88,76,30,62
15,88,92,39,44,89,74,78
37,47,66,88,60,78,66,30
15,64,76,85,82,62,78,72
7,31,96,57,87,54,55,70
24,77,0,36,38,72,79,84
82,82,43,1,13,24,22,70
13,52,32,66,3,98,9,33
63,19,34,42,85,6,18,27
59,72,49,8,48,40,5,79
79,49,0,57,37,33,97,35
70,12,44,59,22,83,69,15
38,98,74,88,83,26,67,41
88,65,65,23,77,23,50,22
81,39,86,23,16,80,26,55
13,99,45,66,76,14,42,86
51,70,73,37,46,62,56,52
84,76,86,46,71,22,52,2
96,16,48,5,29,18,84,82
65,68,4,97,76,65,24,21
41,59,70,57,52,46,50,2
60,77,48,32,93,92,51,46
27,50,78,85,1,67,87,31
22,96,74,56,72,36,30,75
9,3,22,98,46,69,88,1
40,38,20,61,44,23,96,44
16,60,87,99,60,74,97,54
82,66,56,69,75,78,8,18
96,19,22,84,83,29,35,55
49,99,7,81,47,77,62,9
5,51,4,24,23,6,33,31
13,4,28,64,32,83,23,99
68,44,91,78,13,46,11,72
45,55,6,29,85,22,25,56
96,4,32,42,14,20,46,37
8,1,66,93,60,19,62,76
4,14,73,50,70,82,38,30
54,69,27,55,77,26,77,22
61,86,32,67,2,82,13,50
85,83,2,46,59,51,67,61
22,84,87,18,71,53,37,80
38,74,13,93,74,15,56,55
69,92,11,42,21,22,34,54
40,10,18,96,20,30,93,77
76,54,74,64,85,68,12,0
12,91,13,98,60,27,18,73
61,22,61,84,75,40,96,42
65,79,61,77,52,64,9,98
69,96,43,80,4,29,84,72
0,42,39,57,53,87,91,94
8,47,60,98,98,89,67,71
65,40,50,5,73,39,21,88
22,88,24,28,78,51,57,39
34,92,80,57,77,19,93,58
43,86,19,47,45,68,48,97
2,3,99,72,25,69,37,43
80,89,49,69,95,4,62,93
39,3,32,62,96,87,73,33
65,96,88,71,96,75,29,13
34,6,96,63,56,31,32,81
75,43,7,36,38,87,59,61
49,38,73,73,77,9,61,42
30,66,45,54,89,34,15,49
72,71,26,60,60,61,64,0
25,49,10,97,78,20,19,30
10,45,26,74,19,95,4,60
89,12,36,3,59,3,36,85
10,56,79,21,3,18,97,81
51,33,96,65,98,74,55,30
81,42,65,45,26,24,61,36
75,96,55,45,63,79,40,82
72,77,70,65,60,66,43,15
9,59,37,41,7,29,11,65
60,12,63,29,10,76,96,96
37,64,28,99,31,30,69,2
64,25,71,48,1,70,84,60
66,33,58,70,98,45,12,22
27,23,62,45,21,8,91,12
4,89,62,54,43,85,30,1
0,56,99,8,66,40,21,95
5,83,26,40,14,61,84,61
27,54,7,7,95,48,48,80
49,55,18,97,9,97,65,17
43,87,42,16,2,52,37,52
7,20,39,12,9,15,42,52
27,44,62,78,32,3,0,91
11,41,85,30,81,85,38,84
71,64,87,68,21,37,27,9
35,52,35,13,98,64,92,52
0,16,95,76,35,26,65,81
95,3,65,49,58,19,97,74
71,75,99,75,14,69,17,29
73,84,54,86,70,69,18,9
60,20,3,15,64,84,14,89
49,37,48,77,28,73,54,11
68,48,4,90,89,55,23,85
33,65,36,94,43,55,8,80
15,12,57,20,24,35,96,63
79,11,93,66,23,65,75,0
39,87,5,38,19,72,46,85
60,41,52,54,69,49,17,30
44,2,59,63,99,98,79,33
92,78,57,33,66,82,40,14
57,62,63,59,95,86,94,69
70,52,11,3,31,59,24,58
89,3,97,99,78,43,20,60
18,51,74,60,47,56,83,84
17,20,40,95,23,11,7,54
25,20,86,33,99,90,59,78
15,66,86,69,72,96,88,29
41,67,92,71,58,85,7,7
71,95,35,83,91,74,43,1
82,8,12,92,65,52,23,86
59,31,55,14,64,18,95,5
0,8,17,23,44,2,74,85
25,73,63,3,99,13,63,43
45,45,79,98,34,37,65,18
63,97,30,80,6,69,72,25
23,15,22,97,98,5,85,2
54,7,69,77,23,35,72,28
4,64,51,90,22,31,0,14
20,1,3,58,17,25,17,98
32,7,81,87,90,87,61,14
89,92,0,91,67,26,10,10
43,52,48,41,59,56,90,36
67,5,34,41,27,70,68,17
79,9,58,19,37,48,94,1
80,2,76,5,26,11,82,18
40,7,16,69,1,64,42,23
62,56,21,7,81,89,64,37
26,16,74,61,51,65,15,9
16,21,77,26,67,42,60,57
56,61,38,47,90,92,78,1
11,6,30,46,53,45,77,94
3,45,62,8,49,39,87,5
56,5,44,48,41,80,11,48
73,99,76,85,57,26,68,18
43,65,72,17,64,14,1,82
21,45,4,11,92,19,45,7
4,27,38,93,75,71,69,3
16,43,34,57,53,92,82,63
72,70,70,52,28,51,71,92
49,59,55,42,6,88,89,1
72,21,47,56,26,33,87,83
56,53,73,53,97,18,32,8
49,53,65,36,30,60,35,19
94,99,82,51,55,13,70,16
35,39,55,29,93,83,1,30
39,6,5,76,39,56,69,83
60,44,53,70,46,34,47,26
2,56,4,13,44,8,15,46
4,98,78,11,16,37,19,86
57,61,97,34,81,36,82,42
53,58,42,90,99,64,45,15
24,49,90,52,43,83,27,36
33,7,80,10,82,97,23,24
46,94,98,37,94,10,66,82
75,89,16,76,63,25,77,36
10,12,0,54,69,18,58,87
48,42,12,25,71,99,85,77
80,10,57,19,8,42,68,12
18,20,59,19,60,0,16,7
69,20,91,82,36,16,27,54
59,48,39,85,98,83,65,53
66,4,32,12,18,46,13,12
36,6,36,4,75,81,5,47
54,43,47,48,41,24,64,1
15,10,50,96,30,77,72,64
76,56,48,78,25,2,56,5
89,91,7,59,22,88,21,34
93,67,3,91,98,31,49,81
47,65,1,66,51,21,47,20
78,45,61,91,97,24,26,6
0,10,32,52,56,73,71,71
84,98,21,68,94,68,36,30
84,62,32,43,67,31,30,35
66,78,12,74,46,28,96,3
38,12,65,38,2,97,40,70
24,66,93,22,75,38,21,7
56,97,6,80,52,42,80,99
77,14,64,65,3,91,95,14
7,23,33,43,10,80,57,65
97,25,7,2,48,61,50,40
4,43,23,26,41,52,31,32
99,95,67,74,74,7,24,26
49,96,88,85,78,30,74,70
14,86,39,35,80,46,21,24
26,84,25,17,15,55,58,74
93,50,54,61,89,13,80,59
53,46,5,29,13,81,18,72
28,22,49,58,65,3,65,71
25,84,77,84,14,5,21,29
12,6,57,18,36,50,76,13
57,99,75,6,10,82,88,94
53,72,56,60,89,47,27,71
60,11,24,78,74,70,69,96
65,61,33,4,96,8,78,10
17,77,97,0,65,92,35,81
48,20,54,38,43,62,79,1
10,94,25,14,53,1,13,65
46,6,93,58,15,63,1,4
32,11,41,12,58,90,19,67
89,66,80,63,26,51,34,24
75,2,17,88,16,18,70,78
69,65,17,25,67,41,39,49
29,32,17,68,18,77,30,23
88,51,30,18,50,6,85,76
36,59,60,5,70,96,62,18
13,80,97,98,58,64,35,22
21,14,80,32,75,25,13,36
60,5,15,79,79,83,12,28
17,32,41,43,51,30,13,78
99,44,15,11,54,98,92,36
83,27,72,78,80,16,47,91
86,18,15,38,33,17,34,36
43,57,90,71,40,46,83,94
79,1,62,96,64,66,65,95
99,19,84,71,48,19,94,17
16,2,91,7,42,35,73,19
70,90,77,35,43,40,57,89
67,0,38,75,30,26,83,94
98,23,93,61,22,81,82,56
10,27,50,4,48,26,83,86
82,65,60,10,46,9,77,4
98,35,37,82,49,16,67,69
22,16,97,16,86,72,27,59
83,8,21,49,91,50,18,35
9,23,16,11,53,80,42,85
54,89,84,96,15,43,80,14
11,30,54,32,43,48,78,64
77,77,48,49,84,4,38,33
38,77,7,69,55,47,82,40
70,94,50,98,35,70,41,81
38,91,60,54,81,13,78,97
0,22,15,38,67,13,1,13
3,88,69,9,48,5,72,97
65,74,63,37,47,7,69,23
40,41,53,11,74,22,93,4
36,75,44,22,56,40,73,83
25,70,57,21,77,71,11,26
77,81,66,80,57,27,90,98
60,32,49,26,3,2,51,79
86,41,52,41,70,68,45,5
59,0,90,92,21,46,39,2
65,10,22,36,47,56,40,79
45,39,70,14,82,0,92,46
67,14,53,43,97,1,50,92
30,35,66,9,16,96,22,30
76,9,88,50,67,19,54,9
0,20,59,91,70,64,16,71
50,6,75,4,47,65,94,20
70,68,38,55,55,41,97,20
12,21,66,47,24,79,96,38
89,58,60,85,69,92,62,78
75,1,88,73,1,57,49,78
70,20,14,2,53,18,9,54
89,9,27,85,46,77,41,84
87,54,58,94,22,34,7,46
77,6,33,96,69,57,82,98
76,63,53,8,32,89,53,42
47,59,33,38,81,0,23,66
52,44,67,90,49,88,8,82
15,11,64,72,95,49,1,30
33,40,84,35,14,32,15,81
20,57,79,72,4,61,67,12
11,86,63,20,0,34,90,81
85,5,68,92,92,11,31,53
44,31,48,15,53,31,99,28
56,86,10,22,16,85,77,1
26,72,87,67,2,45,50,13
88,0,98,81,57,84,62,19
58,1,80,71,59,45,52,50
86,6,53,13,23,35,46,27
0,99,54,69,67,66,15,86
6,23,57,40,5,77,96,31
78,46,38,12,17,25,70,94
99,87,51,69,24,88,79,41
29,28,67,31,67,41,89,44
90,41,61,9,54,66,11,38
15,11,22,53,16,21,66,86
8,68,0,61,2,94,5,77
81,62,76,15,12,11,36,46
75,33,65,28,89,98,88,88
12,0,60,52,16,13,81,87
42,12,75,43,27,77,53,92
59,39,89,33,87,89,39,99
22,37,65,38,54,65,41,98
53,41,47,54,45,23,19,39
22,61,90,26,5,8,55,8
56,21,57,65,78,78,89,53
7,11,85,63,99,90,2,51
70,29,76,88,9,81,96,64
6,62,82,32,12,58,73,59
82,87,80,37,23,49,89,43
57,72,76,93,75,53,4,69
96,4,93,73,23,93,69,98
85,90,6,98,19,91,81,3
26,30,89,39,11,67,81,55
51,88,14,96,61,18,81,1
0,49,7,93,10,82,31,61
83,64,99,12,77,55,78,42
52,71,97,82,34,35,53,72
1,33,81,20,68,58,41,83
10,18,87,20,20,22,52,26
95,91,82,41,55,11,54,49
9,96,66,81,97,53,75,44
88,81,34,76,75,20,38,31
33,95,95,9,65,56,95,43
85,13,63,17,77,31,15,44
50,86,29,84,89,60,70,43
53,41,72,6,67,36,9,22
16,16,12,30,11,83,78,37
66,53,29,89,63,75,81,9
20,88,5,8,20,86,38,15
46,28,36,93,81,3,27,35
26,86,93,98,98,58,17,74
24,80,61,62,19,7,72,3
98,69,12,42,61,25,47,53
51,40,44,5,24,47,24,16
24,6,32,86,83,91,22,12
71,17,6,72,93,11,35,29
45,96,8,55,33,10,35,13
3,75,56,75,70,10,67,85
52,43,32,58,34,31,25,52
48,52,69,34,36,8,92,92
12,44,86,67,66,53,34,44
21,11,98,67,26,38,69,43
51,42,6,12,81,96,84,69
61,67,28,79,12,16,86,29
47,77,51,94,21,33,13,22
71,10,23,27,70,74,66,35
99,97,19,90,18,72,85,57
0,38,24,45,35,91,45,21
98,42,11,12,20,39,12,12
59,11,1,84,36,71,63,71
16,36,60,75,87,42,57,15
38,28,32,3,7,37,38,52
61,60,36,55,38,47,41,72
37,40,91,83,62,66,4,5
69,46,56,76,4,93,26,36
17,20,81,24,89,98,14,25
15,26,8,41,58,53,10,50
85,98,2,29,53,30,70,43
95,16,42,42,90,28,71,70
27,30,61,92,98,27,56,66
43,48,90,56,87,98,19,25
11,30,14,76,13,56,35,37
36,93,2,52,9,17,44,86
47,29,48,49,16,33,26,30
14,80,8,76,88,97,61,56
25,97,6,27,22,36,16,13
1,16,95,9,70,55,73,54
92,41,1,90,2,94,25,7
81,12,91,33,7,53,70,31
25,84,22,99,27,57,42,85
92,29,1,21,74,40,22,32
6,19,89,65,12,22,35,46
3,52,3,45,91,58,40,98
89,63,89,63,52,27,72,98
33,25,96,67,9,29,41,25
67,20,48,91,7,76,62,10
4,60,31,1,7,50,93,92
68,46,98,5,14,43,59,87
40,98,73,62,64,44,96,34
17,96,9,95,30,6,79,13
59,40,52,7,49,44,60,26
77,38,33,31,51,0,88,70
63,89,53,28,49,90,8,11
7,43,27,34,82,95,25,31
20,83,22,53,30,85,95,83
12,11,77,10,66,39,90,76
97,0,69,79,63,25,99,21
16,82,51,67,18,16,73,29
28,55,79,69,82,26,20,89
95,26,69,94,0,93,88,68
96,71,79,1,51,52,84,57
70,7,93,68,80,46,55,89
3,79,46,69,3,70,46,32
66,53,46,15,20,14,56,16
8,11,8,36,69,87,78,21
93,56,62,74,61,7,45,94
25,20,79,11,53,61,85,53
10,1,99,57,97,74,65,30
35,58,59,91,58,0,22,10
24,20,0,23,17,77,90,83
2,8,49,41,50,50,13,66
8,31,16,72,83,76,35,91
28,54,71,0,80,79,2,50
59,44,34,93,26,26,29,27
29,97,88,55,60,6,23,57
64,48,9,29,73,6,51,52
64,86,8,44,92,95,37,83
39,34,60,47,18,75,82,90
23,84,75,95,93,50,51,95
25,21,49,94,91,62,54,29
10,92,38,76,98,32,61,61
25,14,54,75,35,49,80,3
96,46,28,1,46,53,47,44
10,73,20,54,92,92,4,20
55,98,33,96,28,0,22,7
71,96,93,69,65,24,54,29
57,58,28,90,59,5,99,65
42,73,59,53,51,91,59,97
3,83,79,55,26,75,36,73
26,91,68,88,82,61,6,51
67,25,14,5,58,49,17,65
17,3,85,55,88,52,51,38
70,99,22,83,31,5,62,96
72,51,44,2,54,79,78,96
39,49,77,94,78,96,13,76
39,41,20,47,87,99,92,99
80,57,8,26,14,94,1,19
86,0,79,29,54,5,67,59
73,32,88,94,46,35,6,63
57,68,70,39,72,35,98,67
73,32,21,81,15,32,90,75
50,42,33,47,65,28,58,19
32,11,51,47,48,79,54,67
53,17,97,0,92,24,45,18
30,76,33,65,43,8,76,9
52,24,55,73,45,23,0,81
74,98,16,43,44,61,29,8
37,83,49,96,18,84,12,15
70,22,25,82,86,24,0,68
37,24,38,61,84,54,75,1
83,29,56,4,62,24,86,66
34,76,6,29,90,26,43,44
72,43,73,61,12,0,9,41
42,9,68,60,45,14,25,69
57,72,35,70,19,31,38,20
38,98,94,7,71,8,55,81
31,0,30,8,53,69,55,56
52,35,97,46,22,11,78,9
92,92,63,24,18,77,5,77
97,15,20,91,85,49,25,48
20,29,78,51,25,66,54,29
55,97,61,59,0,75,87,97
84,81,44,19,26,91,9,56
60,69,1,28,12,74,24,93
36,16,53,82,11,40,68,0
69,53,26,41,11,97,83,70
48,44,66,80,90,76,64,78
14,44,5,33,91,84,23,35
54,58,56,94,16,32,81,60
38,57,4,77,33,71,13,77
35,82,7,5,54,22,53,98
79,85,81,9,24,64,47,33
43,30,56,71,95,68,31,80
44,21,89,6,97,56,87,49
35,44,95,86,77,70,32,59
13,19,56,13,71,61,38,98
17,95,38,61,60,12,14,65
23,42,70,49,6,61,82,0
76,81,93,6,85,23,23,98
37,85,96,9,51,62,92,76
97,44,37,51,18,61,56,33
14,96,53,58,11,61,61,32
72,51,51,94,10,47,12,60
34,12,73,11,21,60,93,69
7,84,66,25,39,21,31,59
44,40,17,92,13,71,16,5
18,41,46,24,85,94,18,77
40,83,63,97,87,75,48,10
63,31,95,42,1,11,8,63
50,83,57,31,22,67,40,39
64,42,53,65,16,32,58,3
55,96,62,15,51,9,25,19
89,79,65,40,83,16,4,43
52,10,35,46,93,59,88,70
73,65,86,89,48,82,50,45
33,18,90,7,73,47,73,95
44,95,9,60,34,71,67,67
79,55,47,55,42,43,49,3
29,51,81,70,45,98,20,88
2,2,47,99,48,32,63,34
66,6,36,23,76,99,61,17
94,65,12,91,63,48,87,31
97,67,63,96,56,81,96,66
97,43,37,47,7,60,35,2
25,91,66,92,0,23,95,30
96,11,8,86,71,96,78,67
65,9,41,43,79,18,32,47
92,7,69,25,60,34,53,8
65,91,86,37,44,11,95,72
80,56,26,39,27,44,2,50
55,95,46,57,19,37,68,91
59,63,19,93,96,12,99,30
38,55,30,30,98,17,96,16
77,31,56,87,18,32,83,14
82,55,48,72,51,34,31,35
39,31,55,32,78,10,1,30
42,69,42,63,25,3,0,76
68,42,5,94,47,80,83,35
9,46,49,5,28,24,72,52
69,24,72,52,86,26,80,44
15,80,21,59,75,35,60,33
26,72,43,51,22,34,22,94
63,25,72,53,26,3,84,36
57,48,19,13,35,17,90,5
2,7,80,58,44,29,80,77
34,62,33,10,6,31,19,31
29,99,30,7,79,80,78,68
77,16,82,90,43,25,54,66
29,54,89,91,68,51,52,55
81,24,40,98,34,96,12,71
8,15,15,80,23,37,29,43
97,22,23,72,34,73,72,44
68,13,11,98,69,82,28,8
10,17,59,29,96,56,84,93
18,10,89,7,16,75,40,17
82,34,41,38,29,29,52,31
97,36,23,93,22,46,38,84
58,8,47,47,92,20,34,64
11,40,61,0,41,98,86,15
72,71,39,42,33,48,32,10
39,46,99,70,9,2,36,13
49,76,60,48,96,25,45,70
65,99,21,4,76,83,54,66
11,95,21,89,30,97,4,69
69,62,93,92,77,91,91,22
49,20,52,25,28,45,22,20
66,38,17,76,37,65,97,12
7,16,91,28,87,78,89,16
73,78,44,75,62,81,52,21
7,71,19,77,65,20,76,3
60,63,28,22,35,15,10,45
37,91,31,19,42,98,1,16
29,30,66,31,94,42,38,57
18,16,38,47,56,30,28,62
72,1,99,12,52,13,53,77
57,56,53,17,51,26,86,72
44,79,75,77,29,17,26,25
93,38,76,41,50,79,76,66
19,10,33,88,14,35,2,45
58,35,20,22,68,19,98,71
35,9,37,76,85,19,24,38
19,69,71,91,37,59,41,91
48,87,38,16,74,91,95,64
89,32,5,88,10,67,75,39
23,36,84,25,62,82,41,19
66,1,63,36,95,67,73,84
9,65,25,26,85,90,98,23
97,11,17,96,27,23,87,65
98,54,21,97,46,60,83,91
78,65,94,60,86,61,4,9
33,31,22,56,23,95,66,93
5,63,11,98,59,66,5,31
12,44,49,8,1,22,26,73
67,72,85,32,49,1,75,24
65,74,80,67,48,9,30,63
39,11,72,60,24,35,72,7
87,63,9,8,10,99,13,72
34,21,78,15,36,96,12,66
92,40,67,23,44,78,35,21
44,21,37,9,80,88,46,38
52,19,8,65,66,68,9,74
6,82,22,63,23,63,78,23
24,62,67,89,4,92,19,99
58,83,84,32,80,87,27,62
99,86,25,72,10,13,42,94
96,82,27,89,95,1,26,1
55,49,96,44,0,9,6,3
40,63,10,56,48,26,31,22
42,94,85,18,45,79,39,89
89,50,17,3,31,51,7,97
51,70,41,63,15,51,0,3
38,78,18,75,2,79,43,60
58,96,59,72,60,69,30,24
29,42,85,57,22,85,25,97
89,20,91,41,17,7,13,7
52,90,0,60,3,21,95,65
4,8,45,86,99,49,40,65
75,57,66,88,45,25,64,76
5,14,13,81,66,53,92,3
97,67,79,36,5,48,14,91
24,1,76,93,87,30,4,36
73,51,75,32,15,35,20,49
74,17,82,6,45,26,28,14
10,48,11,15,3,78,92,72
17,41,2,68,65,58,59,50
44,78,65,89,16,51,51,19
50,15,74,87,91,16,51,5
23,35,84,13,97,68,76,15
22,45,71,42,4,90,28,4
75,4,65,54,30,30,96,17
65,20,9,78,73,74,2,26
17,84,30,60,48,21,56,57
67,94,76,11,21,31,31,53
22,82,28,18,64,73,13,77
65,32,28,19,88,3,46,41
18,38,75,65,62,64,66,65
47,55,52,47,86,24,17,22
84,46,43,82,65,62,86,99
15,7,84,60,31,58,74,24
67,89,34,9,92,28,40,45
29,4,77,14,16,51,4,25
96,75,41,81,71,18,46,33
32,69,10,33,11,70,39,1
7,59,13,34,36,86,45,58
26,63,50,52,41,8,64,0
2,89,94,24,27,57,14,92
71,21,61,56,85,64,21,24
64,94,5,77,62,47,75,63
81,64,58,20,72,54,4,16
88,39,35,82,40,60,58,77
98,63,39,77,85,18,77,38
82,86,81,15,94,71,15,5
55,14,11,9,45,4,25,39
78,45,71,6,50,25,90,33
46,26,93,21,7,38,90,2
42,39,62,98,50,31,41,3
88,21,11,66,10,32,24,54
99,91,9,49,5,38,41,9
54,50,58,94,71,16,24,53
34,13,36,58,78,91,77,71
94,22,16,91,15,29,73,12
52,88,76,69,87,58,17,9
92,35,19,65,0,9,45,82
6,88,54,44,91,68,10,27
38,60,74,74,80,4,69,32
78,9,42,5,10,99,74,28
39,72,45,51,73,55,74,62
50,0,37,14,37,49,18,66
73,89,87,5,96,8,67,92
30,63,3,85,54,1,0,83
63,82,59,29,94,25,21,10
5,65,65,46,82,14,38,1
14,78,96,45,60,17,28,93
22,9,48,52,29,44,88,70
25,27,98,31,76,71,77,22
89,53,74,88,46,42,82,44
6,48,57,91,69,37,88,91
82,56,16,94,43,18,79,4
84,78,9,74,12,2,26,87
98,68,61,47,4,26,97,90
16,69,81,94,35,28,41,4
88,51,78,88,98,96,78,87
60,21,34,35,31,3,0,17
79,13,21,98,68,20,88,33
71,35,92,77,16,50,10,74
48,42,25,49,17,89,74,88
44,60,85,55,74,6,4,12
6,2,34,38,55,66,89,61
4,6,73,50,88,97,95,20
67,98,79,72,71,63,33,9
28,12,67,37,91,33,47,23
17,37,6,56,76,89,4,41
21,10,59,14,60,17,85,23
74,18,82,50,35,86,46,70
16,4,40,64,92,4,51,58
36,22,39,39,21,60,76,77
64,55,50,78,65,74,79,45
7,58,82,18,44,50,42,61
14,26,25,30,69,88,36,35
75,61,42,53,34,47,63,0
69,69,94,36,27,8,29,80
60,5,26,99,88,47,26,66
15,4,15,88,13,38,28,80
68,56,46,81,67,0,94,9
90,41,38,77,37,90,67,92
71,80,46,77,2,80,48,76
12,58,90,12,70,42,69,26
35,39,33,63,3,88,38,16
27,0,7,79,49,32,86,86
46,28,88,26,7,51,86,26
17,35,92,98,75,6,49,17
29,39,28,5,45,98,30,34
63,52,30,28,37,51,47,9
3,48,46,70,55,6,38,88
72,77,31,11,91,13,9,22
70,39,21,83,57,90,8,53
31,4,93,15,52,85,83,31
23,29,72,63,66,2,44,10
62,87,77,61,73,81,50,81
18,40,28,97,19,33,23,9
17,57,0,89,6,15,42,34
50,87,21,61,10,38,91,27
84,38,53,86,44,84,48,99
34,57,96,57,2,21,33,81
44,85,7,61,81,65,38,62
15,86,55,89,73,90,50,92
20,67,10,1,67,55,92,84
29,31,80,4,99,43,49,41
3,98,77,65,11,38,76,74
31,99,73,48,36,50,33,30
98,32,43,52,2,31,13,0
54,73,44,3,57,24,18,8
14,72,5,7,22,1,74,69
55,38,95,61,89,39,6,87
49,7,34,34,4,89,45,71
32,6,8,50,14,22,53,93
22,60,90,58,6,74,11,33
52,85,14,57,59,60,34,84
18,2,5,74,2,55,21,38
79,47,36,2,64,33,65,30
2,31,2,33,78,75,72,5
57,50,43,74,99,90,96,31
94,76,30,31,94,55,31,45
40,63,81,31,87,25,55,41
85,89,53,40,20,63,60,30
